Name,Category,Region,Info
Pit Cave,Cave,Great Sky Island,Cave Entrances:Pit Cave EntrancePit Cave EntranceBubbulfrog:Break the cracked wall beside the western entrance; the bubbulfrog is handing from a high ledge.Inside the Cave:1x Rare Ore Deposit (in the cracked wall area)6x Spicy PeppersBrightbloom SeedsGiant Brightbloom Seeds
Ploymus Canyon Mine,Landmark,Depths,
Ploymus Mountain Cave,Cave,Lanayru Great Spring,"Cave Entrances:Ploymus Mountain Cave??Bubbulfrog:Right after entering, turn right and climb to a ledge marked by a luminous ore deposit.Inside The Cave:Glowing Cave FishClimber’s Bandanna"
Pondside Cave,Cave,Great Sky Island,"Cave Entrances:Pondside Cave EntrancePondside Cave EntranceBubbulfrog:In the central, large cavern.Inside the Cave:Archaic TunicBrighbloom Seeds5x Ore Deposit"
Popla Foothills Excavation Site Cave,Cave,West Necluda,Cave Entrances:??Bubbulfrog:Hole on the right walls in the corridorInside the Cave:Treasures: Topaz
Popla Foothills North Well,Well,West Necluda,Location:Just in front of the entrance toPopla Foothills Skyview TowerPuzzle Solution:??Treasure:??
Popla Foothills South Well,Well,West Necluda,Location:In centre of ruined buildings.Contents:Aurie Taamu Notes
Potential Princess Sightings,Side Adventure,Tabantha Frontier,"How To Begin:Speak toTraysiin theLucky Clover Gazetteheadquarters.Kickoff Link's career as a journalist! Your first news assignment is investigating possible sightings of the missing Princess Zelda.Starting this will unlock additional Side Adventures across Hyrule:Serenade to a Great FairyThe Beast and the PrincessWhite Goats Gone MissingZelda's Golden HorseAn Eerie VoiceThe Beckoning WomanThe All-Clucking CuccoGourmets Gone MissingThe Missing Farm ToolsPrincess Zelda Kidnapped?!For Our Princess!The Blocked WellNote: Rewards for these additional Side Adventures are based on your ""base pay"" as a journalist. Each completed Side Adventure for the Gazette will increase compensation, starting at 50 Rupees.Reward:Lucky Clover Gazette(Paraglider Fabric)Froggy HoodFroggy SleeveFroggy Leggings"
Presenting: Hero's Path Mode!,Side Adventure,East Necluda,Previous Side Adventure:Hateno Village Research LabHow To Begin:Talk to RobbieReward:Hero Path ModeNext Side Adventure:None
Presenting: Sensor +!,Side Adventure,East Necluda,Previous Side Adventure:Hateno Village Research LabHow To Begin:Talk to Robbie after completing Hateno Village Research LabReward:Sensor +Next Side Adventure:None
Presenting: The Travel Medallion!,Side Adventure,East Necluda,Previous Side Adventure:Hateno Village Research LabHow To Begin:Talk to RobbieReward:Travel MedallionNext Side Adventure:None
Pride of the Gerudo,Side Quest,Gerudo Desert,"How to Begin:Speak to Isha after completingThe Missing Owner.Solution:Bring her 4 diamonds, 10 flint, a Gerudo Scimitar and a Gerudo Shield.All these items can be found around the desert. Also in  Temple of the Eighth.Reward:Scimitar of the Seven and Daybreaker"
Princess Zelda Kidnapped?!,Side Adventure,West Necluda,"Previous Side Adventure:Potential Princess SightingsHow To Begin:Speak to Penn on top of theDueling Peaks StableReward:Rupees, amount depends on your ""base pay"" for the Lucky Clover Gazette"
Princess Zelda's Room,Landmark,Hyrule Field,
Princess Zelda's Study,Landmark,Hyrule Castle,
Pristine Sanctum,Cave,Lanayru Great Spring,Coordinates:3709 0600 0362Cave Entrances:Pristine Sanctum Cave EntrancePristine Sanctum Cave EntranceBubbulfrog:In the area behind DorephanInside The Cave:DorephanArrows x5 [Chest]
Proxim Bridge,Landmark,West Necluda,
Puffer Beach Overhead Cave,Cave,Faron Grasslands,"Cave Entrances:Circular opening on the ceiling of the rocky overhang on the beachBubbulfrog:On the ceiling where the chest is.Coordinates:0285, -3786, 0048Inside the Cave:??Phantom Helmet"
Pupunke Shrine,Shrine,Great Hyrule Forest,"Rauru's BlessingLocation:0619, 2211, 0164 - In a small grove.Shrine Quest:A Pretty Stone and Five Golden ApplesTreasure:Mighty Zonaite Sword- Just before the end statue."
Quicksand Lake Cave,Cave,Gerudo Desert,Cave Entrances:Quicksand Cave EntranceBubbulfrog:Clinging to one of the southern columns.Inside the Cave:Shield [Chest]
Radiant Mask,Armor,West Necluda,Set:RadiantLocation:Can be purchased from the armor shop inKakariko VillageStats:Defense 3
Radiant Shirt,Armor,West Necluda,Set:RadiantLocation:Can be purchased from the armor shop inKakariko VillageStats:Defense 3
Radiant Tights,Armor,West Necluda,Set:RadiantLocation:Can be purchased from the armor shop inKakariko VillageStats:Defense 3
Raiding Plane,Yiga Schematic,Depths,Kill the marked yiga on a motorcycle and open the chest
Rainmaker,Yiga Schematic,Depths,
Rakakudaj Shrine,Shrine,Gerudo Highlands,"Rauru's BlessingLocation:-2038, 1850, 0065 - Ground level by the river, on a small outcropShrine Quest:The Gerudo Canyon CrystalTreasure:Mighty Zonaite Longsword- Just before the end statue."
Rakashog Shrine,Shrine,Sky,"A Reflective DeviceLocation:-1713, -2120, -1149 - On a small, lonely island.Solution:Ultrahand the mirror by the door, and place it in the beam of light so it hits the hexagon. This should open the door.In the next room, Ultrahand the mirror through the window in the bars. Hold it high in the beam of light, facing right, so it hits the hexagon and opens the door.Before traversing, send the light beam through the door. On the other side, angle the mirror down so it hits the hexagon and activates the elevator.Defeat both constructs. Then, use a mirror to reflect the light beam on either side of the stone slab. Use the other to reflect it on the hexagon, opening the door to the end statue.Treasure:Large Zonai Charge - After activating the elevator, place the mirror down so the light beam gets reflected upwards. Use the mirror on the upper platform to activate the hexagon and reach the chest."
Ralis Channel,Cave,Lanayru Great Spring,Cave Entrances:Ralis Channel Entrance(North)Ralis Channel Entrance(South)Bubbulfrog: Follow the river north and watch for an alcove on the east side.Inside the Cave:Joniu ShrineThe Ralis Channel Crystal
Ramobnukas Lightroot,Lightroot,Depths,
Ranch Ruins Cave,Cave,Hyrule Field,"Cave Entrances:Ranch Ruins Cave EntranceBubbulfrog:Hidden in a crevice, north-east of the main cavern.Inside the Cave:Traveler's Sword [Chest]"
Rasinaduk Lightroot,Lightroot,Depths,
Rasitakiwak Shrine,Shrine,Akkala Highlands,"Proving Grounds: VehiclesLocation:4166, 1323, 0229 - Off the road near Tarrey Town.Solution:Defeat all the constructs, using only the gear provided in the room.Treasure:Magic Rod- Just before the end statue."
Rasiwak Shrine,Shrine,Deep Akkala,"Flotational BrillianceLocation:4663, 3263, 0001 - On the beach, in plain sight.Solution:Shoot an arrow through the rope to drop the platform into the water.Using Ultrahand, attach the floating ball to the platform to raise it, allowing Link to cross the water.Dislodge the floating ball and move it under the stone slab; this should rise it, making a ramp to access the following ledge.Build a makeshift raft by Attaching both a floating ball and a fan to the stone slab. Step on it, and activate the fan to move the boat to the end platform.Treasure:Magic Scepter- In the final room, at the bottom of the pool. Attach a floating ball to it to get it out of the water."
Rassla Lake Cave,Cave,Faron Grasslands,"Cave Entrances:Behind the rubble in the groundBubbulfrog:One level above entrance, need to make it up the broken stairs.Inside the Cave:Large Zonai Charge [Chest]The water level in the cave goes down on a clear day, granting access to the chest on the floor of the second chamber."
Rattled Ralera,Side Quest,East Necluda,"How to Begin:Talk to Ralera after completingLurelin Village Restoration ProjectSolution:Make her a Mighty Seafood Curry, using the following ingredients:A Mighty Porgy, available for purchase on the docks of Lurelin Village;Goron Spice, available at Goron's CityGeneral Store;Hylian Rice, obtainable by cutting grass all across Hyrule.Summon a gust of wind, either by using a Fan or using a board-fused weapon.Reward:Lurelin Village Fabric"
Rauru Hillside Cave,Cave,Great Hyrule Forest,"Cave Entrances:Rauru Hillside Cave EntranceBubbulfrog:Go right and shoot the stonewall with a bombflower. It is hanging on the ceiling in the chamber behind the rockwall.Inside the Cave:LikeLike (normal)4 Hobogoblins (1 blue, 3 normal)Brightbloom seedsUnlockable chests (Lizal Spear)Raw MeatBrightcapsArrows (in metal boxes)Roasted BassAmberRubyTopazFairy (3x)"
Rauru Settlement Ruins Well,Well,Great Hyrule Forest,
Ravio's Hood,Armor,Depths,Location:Reward for completingSecluded ColiseumStats:2 DefenseArmor Effect:Increases sideways climbing speed.
Rebonae Bridge,Landmark,Hyrule Field,
Rebonae Bridge Cave,Cave,Hyrule Field,"Cave Entrances:On a cliff facing the riverBubbulfrog:Behind some breakable rocks, on the ceiling in the middle of the large cavern.Inside the Cave:Horriblin Camp (3 x Horriblin, 1 x Blue Horriblin)5 x Bomb Flower (In locked chest. Kill horriblins to unlock)Soldier's-Spear Spear [Chest]1 x Ore Deposit1 x Rare Ore Deposit3 x Brightcap27 x Brightbloom Seed1 x Giant Brightbloom Seed1 x Sticky Lizard3 x Raw Meat"
Rebonae Bridge Well,Well,Hyrule Field,"Location:Beside the bridge, on a hill.Contents:Fell Into a Well!"
Recovering the Master Sword,Main Quest,Great Hyrule Forest,How to Begin:Speak with the Deku TreeRequirements:CompleteTrail of the Master SwordReward:Master Sword
Reede's Secret,Side Adventure,East Necluda,Previous Side Adventure:Team Cece or Team Reede?How To Begin:Speak to Clavia.Reward:10x Hylian TomatoNext Side Adventure:The Mayoral Election
Regional Phenomena,Main Quest,Hyrule Field,How To Begin:Speak with PurahRequirements:AdvanceCrisis at Hyrule Castleuntil you unlock theParaglider.Reward:??
Ren-iz Shrine,Shrine,Hyrule Field,"Jump the GapsLocation:0756, 0823, 0082 - In the remains of a massive carved-out treeSolution:Ultrahand the metal plate, and prop it against the top of the raised wall. It should be slanted slightly upwards.Activate the pillar to drop a ball; it should roll down and hit your makeshift ramp to the hole. Adjust as necessary.In the next room, Attach both metal plates together to form a giant L shape. Drop the L in front of the hole to form another ramp.Activate the pillar to drop the ball and open the gate to the end statue.Treasure:Strong Zonaite Shield [Chest]- In the 2nd room, before forming the L shape, Attach both plates into a long bridge. Use it to reach the chest just right of the entrance."
Reservoir Lakefront Cavern,Cave,Lanayru Great Spring,"Cave Entrances:At water level.Bubbulfrog:Behind the vines to the left, just after the entrance.Coordinates:3921. 0385, 0212Inside the Cave:Blue stone forThe Blue Stoneside quest"
Restoring the Zora Armor,Main Quest,Lanayru Great Spring,How to Begin:Speak with Yona.Requirements:CompleteThe Sludge-Covered Statue.Reward:Zora Armor
Retsam Forest,Landmark,East Necluda,
Retsam Forest Cave,Cave,East Necluda,"Cave Entrance:On the rim of a pond, on the side of the hill.Bubbulfrog:Keep left at the fork in the tunnel.Inside The Cave:Ore DepositBrightcapsBrightbloom SeedsSticky LizardsHearty TrufflesBubbulfrog"
Retsam Grove,Landmark,Depths,
Rhoam Canyon Mine,Landmark,Depths,Large Crystallized Charge in chest in main ruinTIP:Use Bomb Flowers on the large Zonaite deposits to save on weapon durability
Ride the Giant Horse,Shrine Quest,Faron Grasslands,Associated Shrine:Ishokin ShrineSolution:Ride theGiant Horseand bring it back to Baddek. Then bring the Shrine Crystal to the shrine down the hill.
Right-Arm Depot,Landmark,Depths,
Right-Leg Depot,Landmark,Depths,
Riju of Gerudo Town,Main Quest,Gerudo Desert,How to Begin:Speak with the villagers in the underground shelter.  Use theGerudo Shelter Entranceto access the hideout.Requirements:StartedRegional Phenomena.Reward:Vow of Riju
Rikoha Hills Well,Well,Lanayru Wetlands,Related toThe Ultimate Dishside quest - bring Dubious Food to transform it.
Rikonasum Lightroot,Lightroot,Depths,
Riogok Shrine,Shrine,Hyrule Field,"Force TransferLocation:-1440, -1616, 0089 -Solution:Ultrahand the pipe and attach it to the two cogs. Hit the crystal to open the gate.After entering the next room, turn around and Rewing the cog. While Rewind is active, dislodge the pipe and bring it with you.Ultrahand the pipe to the small lever, and move it to the left to open the gate.Bring all 3 pipes to the higher platform, then Ascend to it.One by one, Attach the pipes underneath the higher platform.Once all 3 pipes are attached, Ascend to the higher platform to the end statue.Treasure:Mighty Construct Bow [Chest]- In the 2nd room, on a high ledge. Using Ultrahand, attach 2 pipes together, then attach the chest to this long pipe and bring it to the ground."
Rising Island Chain,Landmark,Sky,
River of the Dead Waterfall Cave,Cave,Hyrule Field,"Cave Entrances:Behind the Waterfall, opening in wall directly to the right of waterfallBubbulfrog:Inside the cave, before the second chamber.Inside the Cave:Soldiers Shield"
Riverside Stable Well,Well,Hyrule Field,Location:??Contents:??
Robbie's Fabric,Paraglider Fabric,East Necluda,Required:CompleteFilling Out the Compendiumand speak toRobbie
Robred Dropoff Cave,Cave,West Necluda,"Cave Entrances:??Bubbulfrog:Hidden in the room aboveBarbarian Helm, use ascend in chest room.Inside the Cave:Barbarian Helm3 x Horriblin5 x Bokoblin1 x Boss Bokoblin8 x Chuchu1 x Rare Ore Deposit6 x Ore Deposit1 x Luminous Stone Deposit8 x Bomb Flower1 x Big Hearty Truffle5 x Brightcap48 x Brightbloom Seed15 x Giant Brightbloom Seed3 x Glowing Cave Fish10 x Sticky Lizard"
Rock For Sale,Shrine Quest,Akkala Highlands,"How to Begin:ActivateJochi-ihiga Shrine, then follow the green beam to Ruli inTarrey Town.Solution:After haggling the price for a bit, Ruli finally offers the mysterious glowing crystal for 50 Rupees. Pick up or use Ultrahand to transport your newly purchased Crystal toJochi-ihiga Shrine.Reward:Unlocks:Jochi-ihiga Shrine"
Rock Roast or Dust,Side Quest,Eldin Canyon,How to Begin:CompleteYunobo of Goron Cityand speak to CookeSolution:Go to the East Restaurant Cave. At the end of the cave will be the Rock Roast. Bring one back (Bringing more than one will despawn the others as soon as you present one to Cooke) and drop it in front of the counterReward:Seared Gourmet Steak
Rocket Platform,Autobuild Schematic,Depths,Location:Obtained after beating Master KoghaAutobuild Item:Rocket Platform
Rodai Lakefront Tunnel,Cave,Faron Grasslands,Cave Entrances:??Bubbulfrog:Down a raised holeInside the Cave:The Youngest Hinox Brother
Rok Grove,Landmark,Depths,
Room of Ascension,Landmark,Lightning Temple,
Room of Hopeful Light,Landmark,Lightning Temple,
Room of Light and Flame,Landmark,Lightning Temple,
Room of Light and Shade,Landmark,Lightning Temple,
Rospro Pass Cave,Cave,Hebra Mountains,"Cave Entrances:Rospro Pass Cave EntranceBubbulfrog:Inside the second chamber from the south, right after Mazlin.Inside the Cave:1 x Ore Deposit6 x Bomb FlowerBrightbloom SeedSticky Lizard"
Rotsumamu Shrine,Shrine,Gerudo Highlands,"A Balanced PlanLocation:-3405, -1365, 0335 - Beside the chasm, under a ledge.Solution:Run up the seesaw to the higher ledge.Attach the metal barrel to the raised end of the seesaw, then use it to climb to the higher ledge.Extend the raised end of the seesaw with the slab, and attach the metal cube to it. Then, grab a cube from the lowered end and place it on the other end. This should swap the seesaw and allow access to the end statue.Treasure:Large Zonaite - Past the 3rd seesaw; place the slab to create a bridge and jump to the ledge with the chest."
Rowan Plain Well,Well,Great Hyrule Forest,Location:By a ruined house on Rown PlainNote:Leads toRowan Plain Well Chasm (Exit)in The Depths
Royal Ancient Lab Ruins,Landmark,Hyrule Field,
Royal Guard Boots,Armor,Hyrule Castle,"Set:Royal GuardLocation:Hyrule Castle B3, behind bookshelves, in King's StudyStats:4 DefenseArmor Effect:??"
Royal Guard Cap,Armor,Hyrule Castle,Set:Royal GuardLocation:In the corner ofPrincess Zelda's Room- behind a small partitionStats:4 DefenseArmor Effect:??
Royal Guard Uniform,Armor,Hyrule Field,Set:Royal GuardLocation:In theGuard's ChamberStats:4 DefenseArmor Effect:??
Royal Hidden Passage,Cave,Hyrule Field,"Cave Entrances:Royal Hidden Passage EntranceRoyal Hidden Passage EntranceBubbulfrog:Hanging against the northern wall, on the deepest level of the cave.Inside the Cave:??"
Royal Hyrulean Fabric,Paraglider Fabric,Hyrule Field,"On the ground, there's a mound of cracked rock. Break through the rock until you can access a Hyrule Castle room below. The fabric is inside a chest in the center.Warning: There's a dangerous enemy lurking beneath the rocks!"
Rozudo Canyon Mine,Landmark,Depths,
Rubber Armor,Armor,Hyrule Field,"Set:RubberRubber HelmRubber TightsLocation:In theWhistling Hill Cave. Behind a Shock Like, destroy an elevated cracked wall.Stats:3 DefenseArmor Effect:Shock Resistance"
Rubber Helm,Armor,Faron Grasslands,"Set:RubberRubber ArmorRubber TightsLocation:At the end of theSarjon Woods Cave, after the waterfallStats:3 DefenseArmor Effect:Shock Resistance"
Rubber Tights,Armor,Lanayru Great Spring,Set:RubberRubber HelmRubber ArmorLocation:Behind destructible wall in theHoron Lagoon CaveStats:3 DefenseArmor Effect:Shock Resistance
Ruby Circlet,Armor,Gerudo Desert,"Price:1,300 RupeesLocation:Starlight Memories(Jewelry Shop)Stats:3 DefenseArmor Effect:Cold Resistance"
Ruffian-Infested Village,Side Adventure,East Necluda,Previous Side Adventure:NoneHow To Begin:Speak to Rozel & Bolson besideSifumim ShrineReward:Unlocks Lurelin VillageNext Side Adventure:Lurelin Village Restoration Project
Runakit Shrine,Shrine,Hyrule Ridge,"Built to CarryLocation:-2527, 1169, 0177 - In the open, west of the tower.Solution:Climb the ladder on the farthest ledge, then place the ball on the rails to slide it to the lower ledge.Attach both poles together, then the ball under it in the center. Place the contraption on the rails, which should slide to the lower ledge.Build the following contraption. Then, place it on the single rail to slide it to the starting platform.Attach two square stone slabs in an L-shape.Under each slab, attach a pole so it looks like a roof with 2 columns.Attach the ball to both pillars.Place the ball in the socket to open the door to the end statue.Treasure:Construct Bow- On a pillar, beyond the 2nd lower ledge. Attach multiple stone slabs end-to-end to make a ramp to the chest."
Rutafu-um Shrine,Shrine,Hebra Mountains,"Rauru's BlessingLocation:-2996, 3102, 0515 -Hebra Mountains Northwest Cave- Beyond the room with multiple ore deposits.Shrine Quest:The Northwest Hebra Cave CrystalTreasure:Topaz - Just before the end statue."
Ruto Canyon Mine,Landmark,Depths,
Sage Temple Cave,Cave,Hyrule Field,"Cave Entrances:AboveBubbulfrog:At the eastern end of the cave, behind breakable rocks.Inside the Cave:Knight's Claymore - Behnd the cracked wall"
Sage Temple Ruins,Landmark,Hyrule Field,
Sage's Will,Sage's Will,Sky,"Sage Will's on the higher island fin, need to break the rocks from above or the side to enterCoordinates:0966 -3306 0846"
Sage's Will,Sage's Will,Sky,"In a chestCoordinates:1309, -3210, 0459"
Sage's Will,Sage's Will,Sky,Reward from chest for defeating King Gleeok
Sage's Will,Sage's Will,Sky,Defeat theKing Gleeokto unlock
Sage's Will,Sage's Will,Sky,"Location:Inside a ""cage"" you have to open using mirrors + sunlight"
Sage's Will,Sage's Will,Sky,Location:Rewarded for defeating theFlux Construct III
Sage's Will,Sage's Will,Sky,Location:Wellspring Island - inside the chest obtained after defeating theFlux Construct IIby Igoshon Shrine
Sage's Will,Sage's Will,Sky,Location:On a solitary island in Eldin Sky Archipelago.
Sage's Will,Sage's Will,Sky,Location:In a locked chest. Defeat the Flux Construct III on the island to unlock it.
Sage's Will,Sage's Will,Sky,Chest reward for defeating King Gleeok
Sage's Will,Sage's Will,Sky,Location:Beneath the platform where you find the crystal. Turn the sphere structure so that the opening is below the platform you're on and you will have access to the lower room.
Sage's Will,Sage's Will,Sky,Collected after defeating Flux Construct II
Sage's Will,Sage's Will,Sky,Drain the Water and open the chest.
Sage's Will,Sage's Will,Sky,In a chest behind the luminous stone giant mine
Sage's Will,Sage's Will,Sky,
Sage's Will,Sage's Will,Sky,Coordinates:-3075 2151 0648
Sage's Will,Sage's Will,Sky,Make the light reach the yellow button on the NE side.
Sage's Will,Sage's Will,Sky,LocationIn a chest on the Flux Construct
Sage's Will,Sage's Will,Sky,"Location:Inside the treasure chest in the center of the island, on the middle level.  Burn/chop away the vines to access."
Sage’s Will,Sage's Will,Sky,Lower platform
Sahasra Slope Cave,Cave,West Necluda,"Entrances:Sahasra Slope Cave EntranceSahasra Slope Cave EntranceBubbulfrog:From the north entrance, break rocks while sticking to the right wall. You'll find a small chamber with a boulder hiding a small entrance to another chamber containing the bubbulfrog and some ore deposits.Inside The Cave:Chest containing Shield of the Mind's Eye2 x Horriblin1 x Blue HorriblinMultiple Traveler's Claymore (among the rocks)5 x Ore Deposit1 x Rare Ore Deposit3 x Brightcap4 x Brightbloom Seed1 x Giant Brightbloom Seed1 x Glowing Cave Fish6 x Sticky Lizard1 x Raw Meat"
Sahirow Shrine,Shrine,Hebra Mountains,"Aid from AboveLocation:-3354, 2387, 0361 - Near the top of Corvash Peak.Solution:Cross the laser-filled hallway. Jump over the low lasers and crouch under the others.Ascend to the higher platform and turn left.Cross the two hallways, jumping over the 1st laser and crouching under the 2nd.In the final hallway, wait for the structure to be near, then Ascend through the top and glide to the end platform.Treasure:Spicy Elixir - On the higher platform, crouch under the laser. Then, Ultrahand the block in front of the laser to open the gate to the chest."
Sakunbomar Shrine,Shrine,Great Hyrule Forest,"Rauru's BlessingLocation:0167, 2320, 0179 - In the middle of the forest.Shrine Quest:None Shall Pass?Treasure:Diamond - Just before the end statue."
Sanctum,Landmark,Hyrule Castle,
Sand Boots,Armor,Gerudo Desert,Price:1200 RupeesLocation:Gerudo Secret ClubStats:3 DefenseArmor Effect:Sand Speed Up
Sanidin Park Ruins,Landmark,Hyrule Ridge,
Sapphire Circlet,Armor,Gerudo Desert,"Price:1,400 RupeesLocation:Starlight Memories(Jewelry Shop)Stats:3 DefenseArmor Effect:Heat Resistance"
Sarjon Bridge,Landmark,Faron Grasslands,
Sarjon Woods Cave,Cave,Faron Grasslands,"Cave Entrances:Beneath the palm trees, next to the river, where the mountain meets land, entrance is hidden behind branchesBubbulfrog:On the wall, in front of the waterfall at the end of the caveInside the Cave:Rubber Helm??"
Sasag Lightroot,Lightroot,Depths,
Satori Mountain Cave,Cave,Hyrule Ridge,"Cave Entrances:??Bubbulfrog:In the first big room, follow the wall to the left into the first passageway, take the fork to the right, go down the hole, cross to the bridge, and head left, Bubbulfrog is in the circular room with a large stone pillar in the middle  -2283, -0479, 0255Inside the Cave:BlupeesHearty Truffle at: -2179, -0578, 0121"
Satori Mountain Foothill Cave,Cave,Hyrule Ridge,Cave Entrances:??Bubbulfrog:In an elevated alcove along the wall at the back of the circular roomInside the Cave:TheHinoxfor theSatori Mountain CrystalShrine QuestChest with silver RupeesThe Satori Mountain Crystalin the possession of a Hinox.
Schema Stone: Fanplane,Autobuild Schematic,Depths,Location:Obtained after defeatingMaster Kohga
Schema Stone: Instant Cannon,Autobuild Schematic,Depths,
Scorching Coliseum,Landmark,Depths,
Secluded Coliseum,Landmark,Depths,
Second Gatehouse,Landmark,Hyrule Field,
Secret of the Ring Ruins,Main Quest,West Necluda,How to Begin:Speak with TauroRequirements:StartFind the Fifth SageReward:None
Secret Spring of Revival,Landmark,Depths,
Secret Treasure under the Great Fish,Side Quest,Lanayru Great Spring,How to Begin:Speak to Sidon after completingSidon of the ZoraSolution:Retrieve the Vah Ruta Divine HelmReward:Vah Ruta Divine Helm
Secrets Within,Side Quest,Akkala Highlands,How to Begin:Talk to Pulcho.Solution:Use theDevice Dispenserbeside him.Reward:1 Sundelion
Seeking the Pirate Hideout,Side Quest,East Necluda,How To Begin:Speak to Sesami (located by the red tent on Toronbo Beach)Reward:Blue-Maned Lynel Saber Horn
Sekioam Lightroot,Lightroot,Depths,
Sepapa Shrine,Shrine,Hyrule Field,"BacktrackLocation:0222, 1086, 0028 - Behind a small hill, just east of Hyrule Castle.Solution:Rewind the moving platform to lift you up the ledge.Light both candles flanking the door to open it.If you can't make fire, take the torch beside the door, and ride the wooden raft. On the other side, Rewind it, and light the torch on the your way back.Using Ultrahand, place the ball in the closest hole. Wait a few seconds, then place it in the second hole.Cross the first gate, then Rewind the ball. Doing so should close the first gate and open the second to the end statue.Treasure:Strong Construct Bow [Chest]- Up a wooden platform, in the 2nd room. While crossing the water on the raft, light your torch and burn away the vines to drop the chest."
Serenade to a Great Fairy,Side Adventure,Eldin Canyon,"How To Begin:BeginPotential Princess Sightings, then meet up with Penn atWoodland StableA musical troupe calledThe Stable Trottersclaim they've seen a blonde girl shut herself inside a flower bud. Penn suspects this might be Princess Zelda. Perhaps the flower bud will open if the blonde woman hears music?You need to bring The Stable Trotters to theGreat Fairyflower bud. But, to do that, you must first repair their cart and find a horse to pull it.Reward:Rupees, amount depends on your ""base pay"" for the Lucky Clover GazetteNext Side Adventure:Serenade to CoteraSerenade to MijaSerenade to Kaysa"
Serenade to Cotera,Side Adventure,West Necluda,"How To Begin:CompleteSerenade to a Great Fairy&Honey, Bee MineSpeak with Mastro at theDueling Peaks Stableoutdoor stageThe Stable Trotters are eager to play their music for Great Fairy Cotera, but they can't cross the bridge! Use Ultrahand to solve this transportation crisis.After successfully crossing the river, guide the cart to Great Fairy Cotera.Reward:100 RupeesUnlocks:Great Fairy CoteraNext Side Adventure:Serenade to MijaSerenade to Kaysa"
Serenade to Kaysa,Side Adventure,Hyrule Field,"How To Begin:CompleteSerenade to a Great Fairy&The Flute Player's PlanSpeak with Mastro at theOutskirt StableThe Stable Trotters are larger to play their music for Great Fairy Kaysa, but their trusty wagon is in disrepair, and there doesn't seem to be the usual wagon wheels nearby.Leaning against a boulder, there's a stone and Zonai tech cart you can repair. Use Ultrahand to put the missing wheel back, and attach the Zonai controller on top. Then, Place the Stable Trotter's wagon on top of the stone slab.Reward:100 RupeesUnlocks:Great Fairy KaysaNext Side Adventure:Serenade to CoteraSerenade to Mija"
Serenade to Mija,Side Adventure,Hebra Mountains,"How To Begin:CompleteSerenade to a Great Fairy&The Hornist's Dramatic EscapeSpeak with Mastro at theSnowfield Stableoutdoor stageThe Stable Trotters are eager to play music for Great Fairy Mija, but their wagon desperately needs a roof to withstand the harsh weather.After improving the cart, hitch a horse with harness to the wagon and guide the troupe to the Great Fairy.Reward:100 RupeesUnlocks:Great Fairy MijaNext Side Adventure:"
Serutabomac Shrine,Shrine,Hyrule Field,"The Way UpLocation:-0179, 1170, 0280 - Hyrule Castle B1Solution:Place the metal plate on the two supporting beams, then Ascend through it to reach the ledge.Attach the metal plates in an L shape, then prop the structure against the support beam. Ascend through the structure to the higher ledge.Place a square plate on the ground. On either side, Attach another plate vertically, then rotate it so the longer plate is on the ground.Place the structure on the supporting beams. You should be able to Ascend twice to the final ledge.Treasure:Magic Rod [Chest]- In the 3rd room. Attach the metal plates so it forms a bridge-like structure. Then, rotate it on its side and prop it against the wall, on the spiked floor. Jump on the plate and Ascend to the ledge with the chest."
Shadow Hamlet Ruins Well,Well,Eldin Canyon,"Location:West of Shadow PassContents:1x Chest (Ruby x1)1x Fire Like MonsterNote: Be careful, because there is lava down there."
Sheik's Mask,Armor,Depths,"Location:In a chest inside the Desert Coliseum, after completing all the wavesStats:2 DefenseArmor Effect:Stealth Up"
Sheikah Fabric,Paraglider Fabric,West Necluda,Required:Make you first purchase atEnchantedArmor Shop.
Sherfin's Lavafalls,Landmark,Depths,
Sherfin's Secret Hot Spring,Landmark,Hebra Mountains,
Shock Trap,Yiga Schematic,Depths,
Shrine of Resurrection Cave,Cave,Hyrule Field,"Cave Entrances:Shrine of Resurrection EntranceBubbulfrog:Just past the entrance, on the right wall.Coordinates:-1107, -1880. 0130Inside the Cave:??Coordinates-1061, -1829, 0143"
Siakij Lightroot,Lightroot,Depths,
Sibajitak Shrine,Shrine,Eldin Mountains,"AlignmentLocation:2401, 3280, 0402 - Amidst the rocky cliffs.Solution:Recall the 2nd second rotating cylinder. When the pillar is aligned with the bottom one, stop the Recall.Repeat step 1 for each cylinder, aligning them into a single tall pillar.Ascend through the pillar to the end statue.Treasure:Strong Zonaite Longsword- After aligning the first 2 pillars, Ascend through and glide to the chest, in an alcove in the pillar."
Sidon of the Zora,Main Quest,Lanayru Great Spring,How to Begin:Speak with the villagers in Zora's Domain.Requirements:CompleteThe Sludge-Covered StatueReward:Vow of Sidon
Sifumim Shrine,Shrine,East Necluda,"Proving Grounds: FlowLocation:2825, -3269, 0078 - On the edge of the hill overlooking the ruined villageSolution:Destroy all the constructs, using only the gear provided in the room.Treasure:Captain II Reaper- Just before the end statue."
Sihajog Shrine,Shrine,Sky,"Rauru's BlessingLocation:4544, -0845, 1121 - Complete theDive Ceremonyto make the shrine appear.Solution:Walk up to the end statue.Treasure:Diamond - Just before the end statue."
Sijnin Lightroot,Lightroot,Depths,
Sijotu Lightroot,Lightroot,Depths,
Sikatag Lightroot,Lightroot,Depths,
